"","Metabolite",".y.","group1","group2","n1","n2","statistic","df","p","p.adj","FC","Log2FC","log10p","Text","p<0.05","FDR<0.05",">2-fold Change","SigPandFold"
"1114","Phosphoserine","value","PCR","RVT",14,29,-2.0806268617643,34.0292237251726,0.0451,0.640680412371134,1.16937852510136,0.225742002488906,-1.34582345812204,"</br> Phosphoserine </br>pvalue:  0.0451 </br> FDR:  0.6407",TRUE,FALSE,FALSE,FALSE
"1115","Phthalate","value","PCR","RVT",14,29,-0.735415984119204,29.3416992778244,0.468,0.99974,1.01106627207209,0.0158775642599319,-0.329754146925876,"</br> Phthalate </br>pvalue:  0.468 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1116","Phytosphingosine-1-P","value","PCR","RVT",14,29,-0.493738028721295,38.0088097578094,0.624,0.99974,1.0449943514982,0.0634951441362419,-0.204815410317576,"</br> Phytosphingosine-1-P </br>pvalue:  0.624 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1117","Pimelate","value","PCR","RVT",14,29,-1.63667424832222,38.8013500201421,0.11,0.804166666666667,1.1321973182233,0.179125411539746,-0.958607314841775,"</br> Pimelate </br>pvalue:  0.11 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"1118","Pipecolate","value","PCR","RVT",14,29,-1.57350569050237,35.1752993896254,0.125,0.804166666666667,1.27967561882369,0.355778152082125,-0.903089986991944,"</br> Pipecolate </br>pvalue:  0.125 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"1119","Pipericine","value","PCR","RVT",14,29,1.08777899295151,31.6325325208778,0.285,0.977246192893401,0.884334622292753,-0.177335722356952,-0.54515513999149,"</br> Pipericine </br>pvalue:  0.285 </br> FDR:  0.9772",FALSE,FALSE,FALSE,FALSE
"1120","Piperonylsulfoxide","value","PCR","RVT",14,29,-0.976533893124783,34.9026921791553,0.336,0.99974,1.04749220909815,0.0669395136742587,-0.473660722610156,"</br> Piperonylsulfoxide </br>pvalue:  0.336 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1121","Pirimicarb","value","PCR","RVT",14,29,0.164869394787679,32.3417066978264,0.87,0.99974,0.999572856863611,-0.000616368932871234,-0.0604807473813815,"</br> Pirimicarb </br>pvalue:  0.87 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1122","PithedulosideI","value","PCR","RVT",14,29,-2.47571061968694,40.368371086689,0.0176,0.571104545454545,1.3238778829691,0.404770051329329,-1.75448733218585,"</br> PithedulosideI </br>pvalue:  0.0176 </br> FDR:  0.5711",TRUE,FALSE,FALSE,FALSE
"1123","Plakorticacid","value","PCR","RVT",14,29,-1.29080822406798,31.3566923985612,0.206,0.884990506329114,1.08102666196206,0.11240210550189,-0.686132779630847,"</br> Plakorticacid </br>pvalue:  0.206 </br> FDR:  0.885",FALSE,FALSE,FALSE,FALSE
"1124","Plastoquinone3","value","PCR","RVT",14,29,-0.726753840307415,34.7183587144641,0.472,0.99974,1.19858828172181,0.261336174245008,-0.326058001365912,"</br> Plastoquinone3 </br>pvalue:  0.472 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1125","Plastoquinone8","value","PCR","RVT",14,29,0.50281459686909,24.1698964276833,0.62,0.99974,0.968700213046451,-0.0458778359220395,-0.207608310501746,"</br> Plastoquinone8 </br>pvalue:  0.62 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1126","Polyethylene,oxidized","value","PCR","RVT",14,29,-1.31095683714993,22.1758684880706,0.203,0.884990506329114,1.09919139425239,0.136442614219517,-0.692503962086787,"</br> Polyethylene,oxidized </br>pvalue:  0.203 </br> FDR:  0.885",FALSE,FALSE,FALSE,FALSE
"1127","Polyoxyethylene(600)monoricinoleate","value","PCR","RVT",14,29,-1.77536027437553,40.8710643870071,0.0833,0.757104026845638,1.28238476166487,0.358829187435153,-1.07935499859321,"</br> Polyoxyethylene(600)monoricinoleate </br>pvalue:  0.0833 </br> FDR:  0.7571",FALSE,FALSE,FALSE,FALSE
"1128","Polyoxyethylene40monostearate","value","PCR","RVT",14,29,0.18026183133127,19.5025606167172,0.859,0.99974,0.967722138282599,-0.0473352284484755,-0.0660068361687577,"</br> Polyoxyethylene40monostearate </br>pvalue:  0.859 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1129","Polystyrenesulfonate","value","PCR","RVT",14,29,-1.28613393813566,33.5414582828776,0.207,0.884990506329114,1.04557786920718,0.0643005103594688,-0.684029654543082,"</br> Polystyrenesulfonate </br>pvalue:  0.207 </br> FDR:  0.885",FALSE,FALSE,FALSE,FALSE
"1130","PonasterosideA","value","PCR","RVT",14,29,-2.28558552801548,26.0082412091715,0.0307,0.584816438356164,1.49197495010517,0.577223313299296,-1.51286162452281,"</br> PonasterosideA </br>pvalue:  0.0307 </br> FDR:  0.5848",TRUE,FALSE,FALSE,FALSE
"1131","PorrigeninA","value","PCR","RVT",14,29,1.56487918574575,27.4244913439834,0.129,0.805403846153846,0.861008897760028,-0.215899948220018,-0.889410289700751,"</br> PorrigeninA </br>pvalue:  0.129 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"1132","Porson","value","PCR","RVT",14,29,-0.272813042290293,20.7241147543806,0.788,0.99974,1.01031715579053,0.014808250661098,-0.103473782510445,"</br> Porson </br>pvalue:  0.788 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1133","Pranlukast","value","PCR","RVT",14,29,-1.46965820662185,37.1028389329698,0.15,0.805403846153846,1.22781293983203,0.296090779492001,-0.823908740944319,"</br> Pranlukast </br>pvalue:  0.15 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"1134","Pravastatin","value","PCR","RVT",14,29,-1.97086977327626,37.9847651905721,0.0561,0.701122413793103,1.08357609303622,0.115800468790472,-1.25103713874384,"</br> Pravastatin </br>pvalue:  0.0561 </br> FDR:  0.7011",FALSE,FALSE,FALSE,FALSE
"1135","Prenylglucoside","value","PCR","RVT",14,29,-0.289335555467763,26.7512031521296,0.775,0.99974,1.01010342936739,0.0145030250519434,-0.11069829749369,"</br> Prenylglucoside </br>pvalue:  0.775 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1136","Proflavine","value","PCR","RVT",14,29,0.271026695836181,33.849746392553,0.788,0.99974,0.995553100220209,-0.00642982727778912,-0.103473782510445,"</br> Proflavine </br>pvalue:  0.788 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1137","Progesterone","value","PCR","RVT",14,29,0.117784420620226,27.3615104137763,0.907,0.99974,1.03648491526932,0.0516991199933862,-0.0423927129399047,"</br> Progesterone </br>pvalue:  0.907 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1138","Proline","value","PCR","RVT",14,29,-2.11323860219792,40.836070643615,0.0407,0.639068539325843,1.28368697609545,0.360293447716579,-1.39040559077478,"</br> Proline </br>pvalue:  0.0407 </br> FDR:  0.6391",TRUE,FALSE,FALSE,FALSE
"1139","Prontosil","value","PCR","RVT",14,29,0.376746359379392,29.4839627185271,0.709,0.99974,0.987614233370066,-0.0179804663203587,-0.149353764816933,"</br> Prontosil </br>pvalue:  0.709 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1140","Propane-1,2-diol1-phosphate","value","PCR","RVT",14,29,-1.51231257305744,35.0611186775136,0.139,0.805403846153846,1.04144419245582,0.0585855322019709,-0.856985199745905,"</br> Propane-1,2-diol1-phosphate </br>pvalue:  0.139 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"1141","Propantheline","value","PCR","RVT",14,29,-0.295790034760822,40.3205667056247,0.769,0.99974,1.0431106718669,0.0608922329134285,-0.114073660198569,"</br> Propantheline </br>pvalue:  0.769 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1142","PropenoicacidC3:1","value","PCR","RVT",14,29,-0.00123968515945572,24.2692587898124,0.999,0.99974,0.999188989713231,-0.00117051523296312,-0.000434511774017692,"</br> PropenoicacidC3:1 </br>pvalue:  0.999 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1143","Propofolglucuronide","value","PCR","RVT",14,29,-1.02203404787615,29.6070401104177,0.315,0.99974,1.04732065877748,0.0667032206848109,-0.501689446210399,"</br> Propofolglucuronide </br>pvalue:  0.315 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1144","Propyl1-(propylsulfinyl)propyldisulfide","value","PCR","RVT",14,29,0.738576709934237,32.2725223383657,0.466,0.99974,0.980445613594286,-0.0284904901445841,-0.33161408331,"</br> Propyl1-(propylsulfinyl)propyldisulfide </br>pvalue:  0.466 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1145","Propyleneglycolmono-anddiestersoffatsandfattyacids","value","PCR","RVT",14,29,0.858044459969665,22.506999575995,0.4,0.99974,0.83214592236228,-0.265091558096522,-0.397940008672038,"</br> Propyleneglycolmono-anddiestersoffatsandfattyacids </br>pvalue:  0.4 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1146","Propylhydroxypentanoicacid","value","PCR","RVT",14,29,-1.10601538347784,30.7093267423019,0.277,0.962023136246787,1.01984576765947,0.0283509884151943,-0.557520230935551,"</br> Propylhydroxypentanoicacid </br>pvalue:  0.277 </br> FDR:  0.962",FALSE,FALSE,FALSE,FALSE
"1147","Propylpropanethiosulfonate","value","PCR","RVT",14,29,-0.123772978779991,27.1561431439052,0.902,0.99974,1.00482474875784,0.00694390324991729,-0.0447934624580583,"</br> Propylpropanethiosulfonate </br>pvalue:  0.902 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1148","ProstaglandinE2","value","PCR","RVT",14,29,-0.871886827057339,40.0261756938277,0.388,0.99974,1.0708231634746,0.0987202520372449,-0.411168274405793,"</br> ProstaglandinE2 </br>pvalue:  0.388 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1149","ProstaglandinF1a","value","PCR","RVT",14,29,-0.561974187355357,31.4402563560103,0.578,0.99974,1.01691262419638,0.0241957243734021,-0.238072161579471,"</br> ProstaglandinF1a </br>pvalue:  0.578 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1150","Protobassicacid","value","PCR","RVT",14,29,-3.21688410418071,38.4646773135807,0.00263,0.51338,1.36296036174961,0.446743605621617,-2.58004425151024,"</br> Protobassicacid </br>pvalue:  0.0026 </br> FDR:  0.5134",TRUE,FALSE,FALSE,FALSE
"1151","Provincialin","value","PCR","RVT",14,29,-1.00324482669847,31.7827318879354,0.323,0.99974,1.03349847070109,0.047536253965508,-0.490797477668897,"</br> Provincialin </br>pvalue:  0.323 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1152","Puromycin","value","PCR","RVT",14,29,-0.805166515656411,20.2121185268296,0.43,0.99974,1.0494546587722,0.0696398369706559,-0.366531544420413,"</br> Puromycin </br>pvalue:  0.43 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1153","Pyrantelpamoate","value","PCR","RVT",14,29,-1.63841827686446,33.0901575489319,0.111,0.804166666666667,1.93443058136448,0.951908957409629,-0.954677021213343,"</br> Pyrantelpamoate </br>pvalue:  0.111 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"1154","Pyrazinamide","value","PCR","RVT",14,29,-0.562851464025653,22.793220005303,0.579,0.99974,1.01432556957373,0.0205207906269054,-0.237321436272564,"</br> Pyrazinamide </br>pvalue:  0.579 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1155","Pyridine","value","PCR","RVT",14,29,-0.880482212764382,40.4883664270278,0.384,0.99974,1.09657107835231,0.132999328712759,-0.415668775632469,"</br> Pyridine </br>pvalue:  0.384 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1156","Pyridoxal","value","PCR","RVT",14,29,0.664753613513688,30.9915550715411,0.511,0.99974,0.978774646362148,-0.0309513637615758,-0.291579099865287,"</br> Pyridoxal </br>pvalue:  0.511 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1157","Pyridoxine","value","PCR","RVT",14,29,-1.05354701033924,38.2444017161199,0.299,0.987016990291262,1.0448705331912,0.0633241933164153,-0.52432881167557,"</br> Pyridoxine </br>pvalue:  0.299 </br> FDR:  0.987",FALSE,FALSE,FALSE,FALSE
"1158","Pyrocatecholsulfate","value","PCR","RVT",14,29,-1.11142533191982,40.5338240447036,0.273,0.962023136246787,1.03678262737203,0.052113449324558,-0.563837352959244,"</br> Pyrocatecholsulfate </br>pvalue:  0.273 </br> FDR:  0.962",FALSE,FALSE,FALSE,FALSE
"1159","Pyrogallicacid","value","PCR","RVT",14,29,-0.0191034332191404,35.3765065541315,0.985,0.99974,1.00144926918092,0.0020893398177604,-0.00656376950238827,"</br> Pyrogallicacid </br>pvalue:  0.985 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1160","Pyrrole-2-carboxylicacid","value","PCR","RVT",14,29,-2.90736036685514,39.4654459067371,0.00595,0.51338,1.08975708251385,0.124006580039145,-2.22548303427145,"</br> Pyrrole-2-carboxylicacid </br>pvalue:  0.006 </br> FDR:  0.5134",TRUE,FALSE,FALSE,FALSE
"1161","Pyrrolinecarboxylicacid","value","PCR","RVT",14,29,-1.00312749399639,24.850026727645,0.325,0.99974,1.04647574873195,0.0655388786365727,-0.488116639021126,"</br> Pyrrolinecarboxylicacid </br>pvalue:  0.325 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1162","QH2","value","PCR","RVT",14,29,0.850356094778978,27.1835759701323,0.403,0.99974,0.918429163150259,-0.122759641828181,-0.39469495385889,"</br> QH2 </br>pvalue:  0.403 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1163","Quassinol; LepidineC","value","PCR","RVT",14,29,0.490498612450365,23.7876786040366,0.628,0.99974,0.987062885401211,-0.0187860937250417,-0.202040356262804,"</br> Quassinol; LepidineC </br>pvalue:  0.628 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1164","Quinalphos","value","PCR","RVT",14,29,0.643309574185324,34.607096256687,0.524,0.99974,0.978694219251054,-0.0310699166503926,-0.280668713016273,"</br> Quinalphos </br>pvalue:  0.524 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1165","Quinolinate","value","PCR","RVT",14,29,0.0254453047818418,22.4880341850007,0.98,0.99974,0.986815914428387,-0.0191471126484186,-0.00877392430750515,"</br> Quinolinate </br>pvalue:  0.98 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1166","Raltitrexed","value","PCR","RVT",14,29,1.63177917793165,36.1870446221673,0.111,0.804166666666667,0.933629697461222,-0.099077642990972,-0.954677021213343,"</br> Raltitrexed </br>pvalue:  0.111 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"1167","RebaudiosideE","value","PCR","RVT",14,29,-0.355540547590657,22.877646730967,0.725,0.99974,1.01869051207711,0.0267158135158137,-0.139661993429006,"</br> RebaudiosideE </br>pvalue:  0.725 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1168","Resveratrol4-(6-galloylglucoside)","value","PCR","RVT",14,29,0.328688740479547,28.1240573500621,0.745,0.99974,0.993118483570067,-0.00996224675923667,-0.127843727251707,"</br> Resveratrol4-(6-galloylglucoside) </br>pvalue:  0.745 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1169","Retinoylb-glucuronide","value","PCR","RVT",14,29,-2.20572874639567,40.7529575487126,0.0331,0.588396052631579,1.25288934260338,0.325258998915804,-1.48017200622428,"</br> Retinoylb-glucuronide </br>pvalue:  0.0331 </br> FDR:  0.5884",TRUE,FALSE,FALSE,FALSE
"1170","RhazidigenineNb-oxide","value","PCR","RVT",14,29,-0.163097135985929,34.6804765166772,0.871,0.99974,1.01293069949054,0.0185354743154218,-0.0599818449923368,"</br> RhazidigenineNb-oxide </br>pvalue:  0.871 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1171","RhodojaponinIV","value","PCR","RVT",14,29,-0.207260575568009,40.6619646139498,0.837,0.99974,1.02000266418942,0.0285729204397561,-0.07727454200674,"</br> RhodojaponinIV </br>pvalue:  0.837 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1172","Riboflavin","value","PCR","RVT",14,29,-0.502817105848308,24.8844189851802,0.62,0.99974,1.02345527279664,0.0334480548533074,-0.207608310501746,"</br> Riboflavin </br>pvalue:  0.62 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1173","Riboflavincyclic-4,5-phosphate","value","PCR","RVT",14,29,1.57485071119515,31.2063762342248,0.125,0.804166666666667,0.961471943391689,-0.0566833358351877,-0.903089986991944,"</br> Riboflavincyclic-4,5-phosphate </br>pvalue:  0.125 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"1174","Ricinine","value","PCR","RVT",14,29,-1.02415029453723,32.3192420544212,0.313,0.99974,1.02690696855461,0.0383054882926231,-0.504455662453552,"</br> Ricinine </br>pvalue:  0.313 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1175","Rishitin","value","PCR","RVT",14,29,1.16974138724823,33.3413941186361,0.25,0.941947222222222,0.976153050002714,-0.0348207307373484,-0.602059991327962,"</br> Rishitin </br>pvalue:  0.25 </br> FDR:  0.9419",FALSE,FALSE,FALSE,FALSE
"1176","RobustaolA","value","PCR","RVT",14,29,1.03400599739668,18.5159154214087,0.314,0.99974,0.93889485644556,-0.090964490339385,-0.503070351926785,"</br> RobustaolA </br>pvalue:  0.314 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1177","Rofecoxib","value","PCR","RVT",14,29,0.852022754977429,40.1996467498583,0.399,0.99974,0.975333122680908,-0.036033042837965,-0.399027104313252,"</br> Rofecoxib </br>pvalue:  0.399 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1178","Ropinirole","value","PCR","RVT",14,29,-3.31173883714099,23.2890671241233,0.00301,0.51338,2.09491953551454,1.06689483201842,-2.52143350440616,"</br> Ropinirole </br>pvalue:  0.003 </br> FDR:  0.5134",TRUE,FALSE,TRUE,TRUE
"1179","Rosinidin","value","PCR","RVT",14,29,0.722362138606193,33.1113738413171,0.475,0.99974,0.977374047422301,-0.0330172982138065,-0.323306390375133,"</br> Rosinidin </br>pvalue:  0.475 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1180","Rumexoside","value","PCR","RVT",14,29,-0.18827200307887,39.6579955849083,0.852,0.99974,1.0215446141486,0.0307522125933214,-0.0695604052332999,"</br> Rumexoside </br>pvalue:  0.852 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1181","S-(2,5-Dimethyl-3-furanyl)2-furancarbothioate","value","PCR","RVT",14,29,-0.391794228569676,25.3338747538136,0.698,0.99974,1.01434336658672,0.0205461034435268,-0.156144577376839,"</br> S-(2,5-Dimethyl-3-furanyl)2-furancarbothioate </br>pvalue:  0.698 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1182","S-2-OctenoylCoA","value","PCR","RVT",14,29,-0.78191802770995,39.444140850752,0.439,0.99974,1.02589160632606,0.03687830669846,-0.357535479757879,"</br> S-2-OctenoylCoA </br>pvalue:  0.439 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1183","S-Methyl-1-thio-D-glycerate","value","PCR","RVT",14,29,0.971390577683832,37.1343788551043,0.338,0.99974,0.969844629909292,-0.0441744502814831,-0.471083299722345,"</br> S-Methyl-1-thio-D-glycerate </br>pvalue:  0.338 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1184","S-Propyl1-propanesulfinothioate; Methylxanthine","value","PCR","RVT",14,29,0.746514045041462,33.7008107833224,0.461,0.99974,0.980184200395903,-0.0288752027756709,-0.336299074610352,"</br> S-Propyl1-propanesulfinothioate; Methylxanthine </br>pvalue:  0.461 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1185","SR49498","value","PCR","RVT",14,29,-1.47166176084066,30.3860968674487,0.151,0.805403846153846,1.08229512098471,0.114093947895092,-0.821023052706831,"</br> SR49498 </br>pvalue:  0.151 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"1186","Sabadelin","value","PCR","RVT",14,29,0.0130728353833631,25.6968569676163,0.99,0.99974,0.999804029344497,-0.000282753599463104,-0.00436480540245009,"</br> Sabadelin </br>pvalue:  0.99 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1187","Saccharin","value","PCR","RVT",14,29,-1.87429555430163,39.9571532335015,0.0682,0.706602158273381,1.1742649505045,0.231757961814898,-1.16621562534352,"</br> Saccharin </br>pvalue:  0.0682 </br> FDR:  0.7066",FALSE,FALSE,FALSE,FALSE
"1188","Salicin; 1-radyl-2-acyl-sn-glycero-3-phosphocholine","value","PCR","RVT",14,29,0.229911929556881,32.8696215675174,0.82,0.99974,0.995661742442266,-0.00627239816286782,-0.0861861476162833,"</br> Salicin; 1-radyl-2-acyl-sn-glycero-3-phosphocholine </br>pvalue:  0.82 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1189","Samin","value","PCR","RVT",14,29,-0.240809776396315,26.5065501186781,0.812,0.99974,1.01308791249124,0.0187593719791297,-0.0904439707588247,"</br> Samin </br>pvalue:  0.812 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1190","SannamycinA; CavipetinC","value","PCR","RVT",14,29,0.79254042509636,22.9350785482399,0.436,0.99974,0.896382390813914,-0.157813787108861,-0.360513510731414,"</br> SannamycinA; CavipetinC </br>pvalue:  0.436 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1191","Scymnol","value","PCR","RVT",14,29,0.215242783762585,31.6403618523199,0.831,0.99974,1.01228125753383,0.0176101916859481,-0.080398976215889,"</br> Scymnol </br>pvalue:  0.831 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1192","Sebacicacid","value","PCR","RVT",14,29,-2.66700416540318,39.3049914085014,0.0111,0.51338,1.12945452142598,0.175626180395315,-1.95467702121334,"</br> Sebacicacid </br>pvalue:  0.0111 </br> FDR:  0.5134",TRUE,FALSE,FALSE,FALSE
"1193","Sedoheptulose; 1,3,7-Trimethyluricacid","value","PCR","RVT",14,29,0.736984773062534,34.2042709391594,0.466,0.99974,0.971661810289317,-0.0414738278844353,-0.33161408331,"</br> Sedoheptulose; 1,3,7-Trimethyluricacid </br>pvalue:  0.466 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1194","Serine","value","PCR","RVT",14,29,-0.344555568783309,33.7555285870386,0.733,0.99974,1.06736118538573,0.0940484537541364,-0.134896025358872,"</br> Serine </br>pvalue:  0.733 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1195","Serylvaline","value","PCR","RVT",14,29,0.463175225375817,16.9014995596081,0.649,0.99974,0.891965868738162,-0.1649395887152,-0.187755303199631,"</br> Serylvaline </br>pvalue:  0.649 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1196","Shikimate","value","PCR","RVT",14,29,0.169577414935499,18.3050503769941,0.867,0.99974,0.941568873482266,-0.086861466540553,-0.0619809025237897,"</br> Shikimate </br>pvalue:  0.867 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1197","ShoyuflavoneB","value","PCR","RVT",14,29,1.0242139746225,25.1007523546832,0.316,0.99974,0.969513613755156,-0.0446669383199607,-0.500312917381596,"</br> ShoyuflavoneB </br>pvalue:  0.316 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1198","Silibinin","value","PCR","RVT",14,29,-0.266225915301612,40.6945617843327,0.791,0.99974,11.3279907797781,3.50182009116475,-0.101823516502323,"</br> Silibinin </br>pvalue:  0.791 </br> FDR:  0.9997",FALSE,FALSE,TRUE,FALSE
"1199","Simulansamide","value","PCR","RVT",14,29,0.111349360618871,29.8511281688466,0.912,0.99974,0.998219117947528,-0.0025715602084766,-0.0400051616715838,"</br> Simulansamide </br>pvalue:  0.912 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1200","SodiumTetradecylSulfate","value","PCR","RVT",14,29,-0.687583663596042,36.5695954056388,0.496,0.99974,1.06602300881095,0.0922385772520833,-0.304518323509803,"</br> SodiumTetradecylSulfate </br>pvalue:  0.496 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"1201","Sodiumcitrate","value","PCR","RVT",14,29,-1.17238647965047,36.1280911684152,0.249,0.941947222222222,1.1127377375315,0.154113602250556,-0.603800652904264,"</br> Sodiumcitrate </br>pvalue:  0.249 </br> FDR:  0.9419",FALSE,FALSE,FALSE,FALSE
